pixel_id,x,y,t,R,G,B,A,Gx,Gy
0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,19.0
2,2.0,0.0,56.0,0.0,0.0,0.0,1.0,8.5,16.0
3,3.0,0.0,56.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,1.0,8.0,-17.0
4,4.0,0.0,56.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-7.0,-16.0
5,5.0,0.0,56.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-4.5,-3.0
6,6.0,0.0,56.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,-1.5,-7.0
7,7.0,0.0,56.0,0.0,0.0,0.0,1.0,-3.0,0.0
8,8.0,0.0,56.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,12.0,0.0
9,9.0,0.0,56.0,0.0941176470588235,0.0941176470588235,0.0941176470588235,1.0,-0.5,-24.0
10,10.0,0.0,56.0,0.0,0.0,0.0,1.0,-12.0,0.0
11,11.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,14.0
12,12.0,0.0,56.0,0.0,0.0,0.0,1.0,4.0,3.0
13,13.0,0.0,56.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,0.0,0.0
14,14.0,0.0,56.0,0.0,0.0,0.0,1.0,-1.5,6.0
15,15.0,0.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.0,11.0
16,16.0,0.0,56.0,0.0,0.0,0.0,1.0,4.0,19.0
17,17.0,0.0,56.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,0.0,-13.0
18,18.0,0.0,56.0,0.0,0.0,0.0,1.0,-6.5,4.0
19,19.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,7.0
20,20.0,0.0,56.0,0.0,0.0,0.0,1.0,1.5,0.0
21,21.0,0.0,56.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,2.5,7.0
22,22.0,0.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-1.5,-5.0
23,23.0,0.0,56.0,0.0,0.0,0.0,1.0,-2.0,4.0
24,24.0,0.0,56.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,7.0,10.0
25,25.0,0.0,56.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,3.0,2.0
26,26.0,0.0,56.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,-0.5,-7.0
27,27.0,0.0,56.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,6.0,-13.0
28,0.0,1.0,56.0,0.0,0.0,0.0,1.0,19.0,0.0
29,1.0,1.0,56.0,0.0745098039215686,0.0745098039215686,0.0745098039215686,1.0,8.0,1.5
30,2.0,1.0,56.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-9.5,1.0
31,3.0,1.0,56.0,0.0,0.0,0.0,1.0,-8.0,-8.5
32,4.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,-8.0
33,5.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,-1.5
34,6.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,4.5
35,7.0,1.0,56.0,0.0,0.0,0.0,1.0,0.5,2.0
36,8.0,1.0,56.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,0.0,6.5
37,9.0,1.0,56.0,0.0,0.0,0.0,1.0,-0.5,-12.0
38,10.0,1.0,56.0,0.0,0.0,0.0,1.0,7.0,0.0
39,11.0,1.0,56.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,1.5,2.5
40,12.0,1.0,56.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-3.0,0.0
41,13.0,1.0,56.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,1.5,-4.0
42,14.0,1.0,56.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,4.0,0.0
43,15.0,1.0,56.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,6.5,-1.5
44,16.0,1.0,56.0,0.0745098039215686,0.0745098039215686,0.0745098039215686,1.0,-8.0,0.0
45,17.0,1.0,56.0,0.0,0.0,0.0,1.0,-7.5,-0.5
46,18.0,1.0,56.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,3.5,0.0
47,19.0,1.0,56.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,-2.0,5.0
48,20.0,1.0,56.0,0.0,0.0,0.0,1.0,1.5,1.0
49,21.0,1.0,56.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,0.0,-1.5
50,22.0,1.0,56.0,0.0,0.0,0.0,1.0,-3.0,0.0
51,23.0,1.0,56.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,5.5,2.0
52,24.0,1.0,56.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,6.0,3.5
53,25.0,1.0,56.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-5.5,-7.0
54,26.0,1.0,56.0,0.0,0.0,0.0,1.0,-8.0,-1.0
55,27.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,-6.5
56,0.0,2.0,56.0,0.0,0.0,0.0,1.0,3.0,9.5
57,1.0,2.0,56.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,1.0,-9.5
58,2.0,2.0,56.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,-1.5,-8.0
59,3.0,2.0,56.0,0.0,0.0,0.0,1.0,-1.0,4.0
60,4.0,2.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0
61,5.0,2.0,56.0,0.0,0.0,0.0,1.0,8.0,10.5
62,6.0,2.0,56.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,2.0,0.0
63,7.0,2.0,56.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,-1.0,1.0
64,8.0,2.0,56.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,-2.0,10.5
65,9.0,2.0,56.0,0.0,0.0,0.0,1.0,-7.0,0.0
66,10.0,2.0,56.0,0.0,0.0,0.0,1.0,2.5,0.5
67,11.0,2.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.0,-7.0
68,12.0,2.0,56.0,0.0,0.0,0.0,1.0,-2.5,-1.5
69,13.0,2.0,56.0,0.0,0.0,0.0,1.0,0.0,-2.5
70,14.0,2.0,56.0,0.0,0.0,0.0,1.0,1.0,-3.0
71,15.0,2.0,56.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,-3.0
72,16.0,2.0,56.0,0.0,0.0,0.0,1.0,5.0,-9.5
73,17.0,2.0,56.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,0.0,0.0
74,18.0,2.0,56.0,0.0,0.0,0.0,1.0,-1.0,-2.0
75,19.0,2.0,56.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,1.0,-3.0
76,20.0,2.0,56.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,-5.0,0.0
77,21.0,2.0,56.0,0.0,0.0,0.0,1.0,1.5,9.5
78,22.0,2.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,2.0,1.5
79,23.0,2.0,56.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,1.5,3.0
80,24.0,2.0,56.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,-2.0,-5.5
81,25.0,2.0,56.0,0.0,0.0,0.0,1.0,-1.5,2.5
82,26.0,2.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.0,3.0
83,27.0,2.0,56.0,0.0,0.0,0.0,1.0,-5.0,0.0
84,0.0,3.0,56.0,0.0745098039215686,0.0745098039215686,0.0745098039215686,1.0,-19.0,0.0
85,1.0,3.0,56.0,0.0,0.0,0.0,1.0,-9.5,3.5
86,2.0,3.0,56.0,0.0,0.0,0.0,1.0,4.0,-1.0
87,3.0,3.0,56.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,0.0,0.0
88,4.0,3.0,56.0,0.0,0.0,0.0,1.0,6.5,2.5
89,5.0,3.0,56.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,0.0,7.5
90,6.0,3.0,56.0,0.0,0.0,0.0,1.0,-9.5,-3.5
91,7.0,3.0,56.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,11.0,4.0
92,8.0,3.0,56.0,0.0862745098039215,0.0862745098039215,0.0862745098039215,1.0,-1.0,-2.5
93,9.0,3.0,56.0,0.0,0.0,0.0,1.0,-10.5,2.5
94,10.0,3.0,56.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,0.0,0.0
95,11.0,3.0,56.0,0.0,0.0,0.0,1.0,-0.5,-1.5
96,12.0,3.0,56.0,0.0,0.0,0.0,1.0,1.5,6.5
97,13.0,3.0,56.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,0.0,5.5
98,14.0,3.0,56.0,0.0,0.0,0.0,1.0,3.5,0.0
99,15.0,3.0,56.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,0.0,-1.0
100,16.0,3.0,56.0,0.0,0.0,0.0,1.0,-5.0,6.0
101,17.0,3.0,56.0,0.0,0.0,0.0,1.0,0.0,-6.0
102,18.0,3.0,56.0,0.0,0.0,0.0,1.0,0.5,1.0
103,19.0,3.0,56.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,0.0,-5.0
104,20.0,3.0,56.0,0.0,0.0,0.0,1.0,14.0,3.0
105,21.0,3.0,56.0,0.1137254901960784,0.1137254901960784,0.1137254901960784,1.0,1.5,5.0
106,22.0,3.0,56.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-9.5,-2.5
107,23.0,3.0,56.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,-1.5,-2.0
108,24.0,3.0,56.0,0.0,0.0,0.0,1.0,5.5,2.5
109,25.0,3.0,56.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,3.0,5.5
110,26.0,3.0,56.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,-10.5,-2.5
111,27.0,3.0,56.0,0.0,0.0,0.0,1.0,-6.0,0.0
112,0.0,4.0,56.0,0.0,0.0,0.0,1.0,10.0,-9.5
113,1.0,4.0,56.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,0.0,0.0
114,2.0,4.0,56.0,0.0,0.0,0.0,1.0,-5.0,13.0
115,3.0,4.0,56.0,0.0,0.0,0.0,1.0,2.5,-4.0
116,4.0,4.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,7.5,6.0
117,5.0,4.0,56.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,1.0,2.0,97.5
118,6.0,4.0,56.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,-1.5,0.0
119,7.0,4.0,56.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,0.0,-1.0
120,8.0,4.0,56.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,-3.5,-11.0
121,9.0,4.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-4.5,1.0
122,10.0,4.0,56.0,0.0,0.0,0.0,1.0,-1.5,30.0
123,11.0,4.0,56.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,6.5,0.0
124,12.0,4.0,56.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,4.5,3.5
125,13.0,4.0,56.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,-6.5,-1.5
126,14.0,4.0,56.0,0.0,0.0,0.0,1.0,-5.5,3.0
127,15.0,4.0,56.0,0.0,0.0,0.0,1.0,6.0,-5.0
128,16.0,4.0,56.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,0.0,27.0
129,17.0,4.0,56.0,0.0,0.0,0.0,1.0,-5.0,22.5
130,18.0,4.0,56.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,2.5
131,19.0,4.0,56.0,0.0,0.0,0.0,1.0,3.0,-0.5
132,20.0,4.0,56.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,5.0,0.0
133,21.0,4.0,56.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,-4.0,-14.0
134,22.0,4.0,56.0,0.0,0.0,0.0,1.0,-5.0,-1.5
135,23.0,4.0,56.0,0.0,0.0,0.0,1.0,6.5,-4.0
136,24.0,4.0,56.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,5.5,0.0
137,25.0,4.0,56.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,-6.5,-6.5
138,26.0,4.0,56.0,0.0,0.0,0.0,1.0,-5.5,-3.0
139,27.0,4.0,56.0,0.0,0.0,0.0,1.0,0.0,4.0
140,0.0,5.0,56.0,0.0,0.0,0.0,1.0,0.0,4.0
141,1.0,5.0,56.0,0.0,0.0,0.0,1.0,13.0,-5.0
142,2.0,5.0,56.0,0.1019607843137254,0.1019607843137254,0.1019607843137254,1.0,0.0,2.0
143,3.0,5.0,56.0,0.0,0.0,0.0,1.0,-7.0,0.0
144,4.0,5.0,56.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,108.0,-2.0
145,5.0,5.0,56.0,0.8470588235294118,0.8470588235294118,0.8470588235294118,1.0,-6.0,-7.5
146,6.0,5.0,56.0,0.0,0.0,0.0,1.0,-108.0,81.0
147,7.0,5.0,56.0,0.0,0.0,0.0,1.0,0.0,-1.5
148,8.0,5.0,56.0,0.0,0.0,0.0,1.0,1.0,-0.5
149,9.0,5.0,56.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,30.5,-2.5
150,10.0,5.0,56.0,0.2392156862745098,0.2392156862745098,0.2392156862745098,1.0,-1.0,2.5
151,11.0,5.0,56.0,0.0,0.0,0.0,1.0,-27.0,126.5
152,12.0,5.0,56.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,0.0,-6.5
153,13.0,5.0,56.0,0.0,0.0,0.0,1.0,-0.5,18.0
154,14.0,5.0,56.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,0.0,0.0
155,15.0,5.0,56.0,0.0,0.0,0.0,1.0,24.0,0.0
156,16.0,5.0,56.0,0.2117647058823529,0.2117647058823529,0.2117647058823529,1.0,22.5,-3.0
157,17.0,5.0,56.0,0.1764705882352941,0.1764705882352941,0.1764705882352941,1.0,-24.5,3.5
158,18.0,5.0,56.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-22.5,-1.0
159,19.0,5.0,56.0,0.0,0.0,0.0,1.0,-2.5,16.0
160,20.0,5.0,56.0,0.0,0.0,0.0,1.0,0.5,-4.0
