pixel_id,x,y,t,R,G,B,A,Gx,Gy
0,0.0,0.0,99.0,0.0,0.0,0.0,1.0,6.0,16.0
1,1.0,0.0,99.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,5.5,-6.0
2,2.0,0.0,99.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,-0.5,-11.0
3,3.0,0.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-2.5,11.0
4,4.0,0.0,99.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,-2.5,-6.0
5,5.0,0.0,99.0,0.0,0.0,0.0,1.0,-3.0,0.0
6,6.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
7,7.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
8,8.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
9,9.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,2.0
10,10.0,0.0,99.0,0.0,0.0,0.0,1.0,6.0,0.0
11,11.0,0.0,99.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,4.0,-12.0
12,12.0,0.0,99.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,-6.0,-8.0
13,13.0,0.0,99.0,0.0,0.0,0.0,1.0,1.0,5.0
14,14.0,0.0,99.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,0.0,-7.0
15,15.0,0.0,99.0,0.0,0.0,0.0,1.0,-0.5,5.0
16,16.0,0.0,99.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,0.0,-9.0
17,17.0,0.0,99.0,0.0,0.0,0.0,1.0,-4.5,0.0
18,18.0,0.0,99.0,0.0,0.0,0.0,1.0,10.5,24.0
19,19.0,0.0,99.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,3.5,-9.0
20,20.0,0.0,99.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,-10.5,-7.0
21,21.0,0.0,99.0,0.0,0.0,0.0,1.0,-3.5,0.0
22,22.0,0.0,99.0,0.0,0.0,0.0,1.0,2.5,16.0
23,23.0,0.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.0,16.0
24,24.0,0.0,99.0,0.0,0.0,0.0,1.0,-1.5,0.0
25,25.0,0.0,99.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,-2.0
26,26.0,0.0,99.0,0.0,0.0,0.0,1.0,-1.0,0.0
27,27.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
28,0.0,1.0,99.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-16.0,8.0
29,1.0,1.0,99.0,0.0,0.0,0.0,1.0,-8.0,-0.5
30,2.0,1.0,99.0,0.0,0.0,0.0,1.0,8.0,-5.0
31,3.0,1.0,99.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,0.0,-2.5
32,4.0,1.0,99.0,0.0,0.0,0.0,1.0,-8.0,-0.5
33,5.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
34,6.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,2.5
35,7.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,8.0
36,8.0,1.0,99.0,0.0,0.0,0.0,1.0,1.0,0.0
37,9.0,1.0,99.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,0.0
38,10.0,1.0,99.0,0.0,0.0,0.0,1.0,-1.0,0.0
39,11.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,-6.0
40,12.0,1.0,99.0,0.0,0.0,0.0,1.0,2.5,6.5
41,13.0,1.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,1.5,4.5
42,14.0,1.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,0.0,-5.0
43,15.0,1.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-1.5,7.0
44,16.0,1.0,99.0,0.0,0.0,0.0,1.0,-2.5,-2.5
45,17.0,1.0,99.0,0.0,0.0,0.0,1.0,12.0,0.0
46,18.0,1.0,99.0,0.0941176470588235,0.0941176470588235,0.0941176470588235,1.0,6.0,3.0
47,19.0,1.0,99.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,-12.0,-8.0
48,20.0,1.0,99.0,0.0,0.0,0.0,1.0,-6.0,-2.0
49,21.0,1.0,99.0,0.0,0.0,0.0,1.0,8.0,0.0
50,22.0,1.0,99.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,10.5,4.0
51,23.0,1.0,99.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,-8.0,5.0
52,24.0,1.0,99.0,0.0,0.0,0.0,1.0,-10.5,9.0
53,25.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,-1.0
54,26.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,1.0
55,27.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,0.5
56,0.0,2.0,99.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-11.0,-8.0
57,1.0,2.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-7.5,0.0
58,2.0,2.0,99.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,-2.5,0.0
59,3.0,2.0,99.0,0.0,0.0,0.0,1.0,2.0,-3.5
60,4.0,2.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.0,0.0
61,5.0,2.0,99.0,0.0,0.0,0.0,1.0,0.0,0.5
62,6.0,2.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,8.0,7.5
63,7.0,2.0,99.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-2.5,0.0
64,8.0,2.0,99.0,0.0,0.0,0.0,1.0,-8.0,0.5
65,9.0,2.0,99.0,0.0,0.0,0.0,1.0,0.0,0.5
66,10.0,2.0,99.0,0.0,0.0,0.0,1.0,0.0,4.5
67,11.0,2.0,99.0,0.0,0.0,0.0,1.0,10.5,6.0
68,12.0,2.0,99.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,4.5,0.0
69,13.0,2.0,99.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,-10.5,-2.5
70,14.0,2.0,99.0,0.0,0.0,0.0,1.0,2.5,-1.5
71,15.0,2.0,99.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,2.0,3.0
72,16.0,2.0,99.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,-7.0,0.0
73,17.0,2.0,99.0,0.0,0.0,0.0,1.0,1.0,0.0
74,18.0,2.0,99.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,2.5,-12.0
75,19.0,2.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-1.5,9.5
76,20.0,2.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-2.5,0.0
77,21.0,2.0,99.0,0.0,0.0,0.0,1.0,2.5,0.0
78,22.0,2.0,99.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,7.5,-5.0
79,23.0,2.0,99.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,1.0,5.0,-2.0
80,24.0,2.0,99.0,0.0705882352941176,0.0705882352941176,0.0705882352941176,1.0,-7.5,0.0
81,25.0,2.0,99.0,0.0,0.0,0.0,1.0,-8.0,0.0
82,26.0,2.0,99.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.5,10.5
83,27.0,2.0,99.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,-1.0,0.0
84,0.0,3.0,99.0,0.0,0.0,0.0,1.0,0.0,-3.5
85,1.0,3.0,99.0,0.0,0.0,0.0,1.0,0.0,-2.5
86,2.0,3.0,99.0,0.0,0.0,0.0,1.0,4.5,-0.5
87,3.0,3.0,99.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,0.0,0.5
88,4.0,3.0,99.0,0.0,0.0,0.0,1.0,-4.0,-1.0
89,5.0,3.0,99.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,7.5,0.0
90,6.0,3.0,99.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,1.0,-0.5,0.0
91,7.0,3.0,99.0,0.0,0.0,0.0,1.0,-7.0,-8.0
92,8.0,3.0,99.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,1.5,0.0
93,9.0,3.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,4.0,7.0
94,10.0,3.0,99.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,4.5,0.0
95,11.0,3.0,99.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,-4.5,7.0
96,12.0,3.0,99.0,0.0,0.0,0.0,1.0,-6.0,-9.0
97,13.0,3.0,99.0,0.0,0.0,0.0,1.0,0.0,-4.5
98,14.0,3.0,99.0,0.0,0.0,0.0,1.0,5.5,12.0
99,15.0,3.0,99.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,0.0,-7.0
100,16.0,3.0,99.0,0.0,0.0,0.0,1.0,-5.5,-2.0
101,17.0,3.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
102,18.0,3.0,99.0,0.0,0.0,0.0,1.0,15.5,-3.0
103,19.0,3.0,99.0,0.1215686274509803,0.1215686274509803,0.1215686274509803,1.0,0.0,-2.0
104,20.0,3.0,99.0,0.0,0.0,0.0,1.0,-15.5,-1.5
105,21.0,3.0,99.0,0.0,0.0,0.0,1.0,3.0,0.0
106,22.0,3.0,99.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,8.5,1.0
107,23.0,3.0,99.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,1.0,-3.0,-7.5
108,24.0,3.0,99.0,0.0,0.0,0.0,1.0,-8.5,-9.0
109,25.0,3.0,99.0,0.0,0.0,0.0,1.0,10.5,1.5
110,26.0,3.0,99.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,0.0,-1.0
111,27.0,3.0,99.0,0.0,0.0,0.0,1.0,-21.0,-0.5
112,0.0,4.0,99.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,-9.0,0.0
113,1.0,4.0,99.0,0.0,0.0,0.0,1.0,-4.5,0.0
114,2.0,4.0,99.0,0.0,0.0,0.0,1.0,0.5,0.0
115,3.0,4.0,99.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,1.5,-4.5
116,4.0,4.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-0.5,0.0
117,5.0,4.0,99.0,0.0,0.0,0.0,1.0,1.0,0.5
118,6.0,4.0,99.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.0,-7.5
119,7.0,4.0,99.0,0.0,0.0,0.0,1.0,-2.5,6.5
120,8.0,4.0,99.0,0.0,0.0,0.0,1.0,7.0,7.5
121,9.0,4.0,99.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,0.0,-1.5
122,10.0,4.0,99.0,0.0,0.0,0.0,1.0,0.0,15.0
123,11.0,4.0,99.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,1.5,105.0
124,12.0,4.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-7.0,1.5
125,13.0,4.0,99.0,0.0,0.0,0.0,1.0,10.5,54.5
126,14.0,4.0,99.0,0.0941176470588235,0.0941176470588235,0.0941176470588235,1.0,0.0,2.0
127,15.0,4.0,99.0,0.0,0.0,0.0,1.0,-12.0,-5.5
128,16.0,4.0,99.0,0.0,0.0,0.0,1.0,0.0,70.0
129,17.0,4.0,99.0,0.0,0.0,0.0,1.0,0.0,1.5
130,18.0,4.0,99.0,0.0,0.0,0.0,1.0,0.5,0.0
131,19.0,4.0,99.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,0.0,-11.0
132,20.0,4.0,99.0,0.0,0.0,0.0,1.0,-0.5,0.0
133,21.0,4.0,99.0,0.0,0.0,0.0,1.0,5.0,62.0
134,22.0,4.0,99.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,0.0,4.0
135,23.0,4.0,99.0,0.0,0.0,0.0,1.0,-5.0,-8.5
136,24.0,4.0,99.0,0.0,0.0,0.0,1.0,1.5,1.0
137,25.0,4.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,0.0,0.0
138,26.0,4.0,99.0,0.0,0.0,0.0,1.0,-1.5,-10.5
139,27.0,4.0,99.0,0.0,0.0,0.0,1.0,0.0,1.5
140,0.0,5.0,99.0,0.0,0.0,0.0,1.0,0.0,-4.5
141,1.0,5.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
142,2.0,5.0,99.0,0.0,0.0,0.0,1.0,0.0,5.0
143,3.0,5.0,99.0,0.0,0.0,0.0,1.0,0.0,-0.5
144,4.0,5.0,99.0,0.0,0.0,0.0,1.0,1.0,-1.5
145,5.0,5.0,99.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,0.0
146,6.0,5.0,99.0,0.0,0.0,0.0,1.0,5.5,-2.5
147,7.0,5.0,99.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,8.0,23.0
148,8.0,5.0,99.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-6.5,0.0
149,9.0,5.0,99.0,0.0,0.0,0.0,1.0,11.5,109.0
150,10.0,5.0,99.0,0.1529411764705882,0.1529411764705882,0.1529411764705882,1.0,111.0,0.0
151,11.0,5.0,99.0,0.8705882352941177,0.8705882352941177,0.8705882352941177,1.0,-18.0,-0.5
152,12.0,5.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-56.5,-1.5
153,13.0,5.0,99.0,0.4274509803921568,0.4274509803921568,0.4274509803921568,1.0,0.5,31.5
154,14.0,5.0,99.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,-54.5,-12.0
155,15.0,5.0,99.0,0.0,0.0,0.0,1.0,68.0,0.0
156,16.0,5.0,99.0,0.5490196078431373,0.5490196078431373,0.5490196078431373,1.0,1.5,34.0
157,17.0,5.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-70.0,0.5
158,18.0,5.0,99.0,0.0,0.0,0.0,1.0,3.0,5.0
159,19.0,5.0,99.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,0.0,7.5
160,20.0,5.0,99.0,0.0,0.0,0.0,1.0,57.5,2.0
161,21.0,5.0,99.0,0.4862745098039215,0.4862745098039215,0.4862745098039215,1.0,7.0,0.0
162,22.0,5.0,99.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,-62.0,3.5
163,23.0,5.0,99.0,0.0,0.0,0.0,1.0,-6.0,0.0
164,24.0,5.0,99.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,0.0
165,25.0,5.0,99.0,0.0,0.0,0.0,1.0,-1.0,0.5
166,26.0,5.0,99.0,0.0,0.0,0.0,1.0,1.5,1.5
167,27.0,5.0,99.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,3.0,0.0
168,0.0,6.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
169,1.0,6.0,99.0,0.0,0.0,0.0,1.0,5.0,4.5
170,2.0,6.0,99.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,0.0,9.5
171,3.0,6.0,99.0,0.0,0.0,0.0,1.0,-5.0,2.0
172,4.0,6.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0
173,5.0,6.0,99.0,0.0,0.0,0.0,1.0,0.0,115.0
174,6.0,6.0,99.0,0.0,0.0,0.0,1.0,23.0,0.0
175,7.0,6.0,99.0,0.1803921568627451,0.1803921568627451,0.1803921568627451,1.0,0.0,-5.5
176,8.0,6.0,99.0,0.0,0.0,0.0,1.0,93.0,-5.5
177,9.0,6.0,99.0,0.9098039215686274,0.9098039215686274,0.9098039215686274,1.0,0.0,3.5
178,10.0,6.0,99.0,0.0,0.0,0.0,1.0,-109.5,98.0
179,11.0,6.0,99.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,0.0,-111.0
180,12.0,6.0,99.0,0.0,0.0,0.0,1.0,25.0,86.5
181,13.0,6.0,99.0,0.2470588235294117,0.2470588235294117,0.2470588235294117,1.0,0.0,-48.0
182,14.0,6.0,99.0,0.0,0.0,0.0,1.0,-31.5,94.5
183,15.0,6.0,99.0,0.0,0.0,0.0,1.0,34.0,7.0
184,16.0,6.0,99.0,0.2666666666666666,0.2666666666666666,0.2666666666666666,1.0,0.5,-70.0
185,17.0,6.0,99.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,-29.0,-1.5
186,18.0,6.0,99.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,7.5,0.0
